"","GVKEY","Year","EarningsBeforeInterestTaxes","Employees","TotalMarketValue","Company","Salary","TotalCompensation","State","NAICS","Gender","Age"
"1095","027845",2014,845,21.6,68445.319,"ALLERGAN PLC",1025,35890.666,NA,325412,"MALE",53
"1096","027845",2015,1203,31.2,123281.25,"ALLERGAN PLC",1000,21565.549,NA,325412,"MALE",45
"1097","027845",2016,547.3,16.7,70332.349,"ALLERGAN PLC",1023.425,4139.028,NA,325412,"MALE",46
"1098","027845",2017,-61.5,17.8,54014.116,"ALLERGAN PLC",1232.822,32827.626,NA,325412,"MALE",47
"1099","027845",2018,358.1,16.9,44455.316,"ALLERGAN PLC",1300,6624.473,NA,325412,"MALE",48
"1100","027845",2019,1516.1,17.4,62818.462,"ALLERGAN PLC",1338.462,9770.528,NA,325412,"MALE",49
"1101","027928",2010,863,7.7,12475.9748,"INTUIT INC",800,13871.791,"CA",513210,"MALE",46
"1102","027928",2011,1037,8,14037.8799,"INTUIT INC",950,11632.989,"CA",513210,"MALE",47
"1103","027928",2012,1197,8.5,17132.6678,"INTUIT INC",975,12564.585,"CA",513210,"MALE",48
"1104","027928",2013,1233,8,19144.2318,"INTUIT INC",1000,12463.678,"CA",513210,"MALE",49
"1105","027928",2014,1314,8,23357.3515,"INTUIT INC",1000,16548.469,"CA",513210,"MALE",50
"1106","027928",2015,857,7.7,29372.9636,"INTUIT INC",1000,16015.331,"CA",513210,"MALE",51
"1107","027928",2016,1242,7.9,28619.1045,"INTUIT INC",1000,18788.385,"CA",513210,"MALE",52
"1108","027928",2017,1395,8.2,35080.2063,"INTUIT INC",1000,16389.053,"CA",513210,"MALE",53
"1109","027928",2018,1578,8.9,52819.7318,"INTUIT INC",1000,21071.738,"CA",513210,"MALE",54
"1110","027928",2019,1855,9.4,72150.5158,"INTUIT INC",910.769,17506.677,"CA",513210,"MALE",51
"1111","027928",2020,2215,10.6,80189.2838,"INTUIT INC",1038.462,20324.211,"CA",513210,"MALE",52
"1112","027928",2021,2516,13.5,144806.353,"INTUIT INC",1000,24929.237,"CA",513210,"MALE",53
"1113","027928",2022,2781,17.3,128608.9204,"INTUIT INC",1100,27174.857,"CA",513210,"MALE",54
"1114","029028",2010,2075,147,24493.315,"COSTCO WHOLESALE CORP",350,3529.434,"WA",455211,"MALE",74
"1115","029028",2011,2439,164,34107.2516,"COSTCO WHOLESALE CORP",350,2191.159,"WA",455211,"MALE",75
"1116","029028",2012,2776,174,42314.0945,"COSTCO WHOLESALE CORP",662.5,4810.773,"WA",455211,"MALE",60
"1117","029028",2013,3053,184,48869.1789,"COSTCO WHOLESALE CORP",650,5385.475,"WA",455211,"MALE",61
"1118","029028",2014,3220,195,52994.6576,"COSTCO WHOLESALE CORP",651.731,5624.658,"WA",455211,"MALE",62
"1119","029028",2015,3624,205,61335.1776,"COSTCO WHOLESALE CORP",698.079,6340.393,"WA",455211,"MALE",63
"1120","029028",2016,3672,218,70918.2652,"COSTCO WHOLESALE CORP",700,6503.276,"WA",455211,"MALE",64
"1121","029028",2017,4060,231,68527.355,"COSTCO WHOLESALE CORP",713.462,6620.969,"WA",455211,"MALE",65
"1122","029028",2018,4480,245,102155.0016,"COSTCO WHOLESALE CORP",800,7408.513,"WA",455211,"MALE",66
"1123","029028",2019,4860,254,129583.865,"COSTCO WHOLESALE CORP",933.846,8016.2,"WA",455211,"MALE",67
"1124","029028",2020,5939,273,153406.7133,"COSTCO WHOLESALE CORP",1000,8279.552,"WA",455211,"MALE",68
"1125","029028",2021,7307,288,201246.8693,"COSTCO WHOLESALE CORP",1085.385,8804.752,"WA",455211,"MALE",69
"1126","029028",2022,7911,304,231114.8744,"COSTCO WHOLESALE CORP",1230.769,9905.07,"WA",455211,"MALE",70
"1127","029389",2010,1820.16,5.9,NA,"SIMON PROPERTY GROUP INC",1000,24559.899,"IN",531120,"MALE",48
"1128","029389",2011,2016.38,5.5,NA,"SIMON PROPERTY GROUP INC",1211.538,137166.545,"IN",531120,"MALE",49
"1129","029389",2012,2352.507,5.5,NA,"SIMON PROPERTY GROUP INC",1250,17222.911,"IN",531120,"MALE",50
"1130","029389",2013,2620.948,5.7,NA,"SIMON PROPERTY GROUP INC",1250,15695.528,"IN",531120,"MALE",51
"1131","029389",2014,2612.116,5.25,NA,"SIMON PROPERTY GROUP INC",1250,14739.246,"IN",531120,"MALE",52
"1132","029389",2015,2953.679,5,60163.8192,"SIMON PROPERTY GROUP INC",1250,14234.207,"IN",531120,"MALE",53
"1133","029389",2016,3074.162,5,NA,"SIMON PROPERTY GROUP INC",1250,13238.074,"IN",531120,"MALE",54
"1134","029389",2017,3202.61,5,NA,"SIMON PROPERTY GROUP INC",1250,4765.657,"IN",531120,"MALE",55
"1135","029389",2018,3368.437,5,51911.7658,"SIMON PROPERTY GROUP INC",1250,11436.918,"IN",531120,"MALE",56
"1136","029389",2019,3273.68,4.5,NA,"SIMON PROPERTY GROUP INC",1250,10439.378,"IN",531120,"MALE",57
"1137","029389",2020,2186.479,3.3,28014.5653,"SIMON PROPERTY GROUP INC",1298.077,8966.782,"IN",531120,"MALE",58
"1138","029389",2021,3193.927,3.3,52503.6174,"SIMON PROPERTY GROUP INC",1250,10475.192,"IN",531120,"MALE",59
"1139","029984",2010,-152.533,1.1,NA,"PROLOGIS INC",1000,6203.434,"CA",531120,"MALE",52
"1140","029984",2011,347.703,1.457,13111.2882,"PROLOGIS INC",675,4697.818,"CA",531120,"MALE",54
"1141","029984",2012,243.098,1.445,NA,"PROLOGIS INC",737.5,9340.746,"CA",531120,"MALE",55
"1142","029984",2013,419.181,1.468,NA,"PROLOGIS INC",800,15190.029,"CA",531120,"MALE",56
"1143","029984",2014,479.864,1.505,21923.6989,"PROLOGIS INC",850,16514.721,"CA",531120,"MALE",57
"1144","029984",2015,564.918,1.555,NA,"PROLOGIS INC",950,14985.785,"CA",531120,"MALE",58
"1145","029984",2016,882.786,1.53,NA,"PROLOGIS INC",1000,15542.837,"CA",531120,"MALE",59
"1146","029984",2017,1033.364,1.565,34331.3189,"PROLOGIS INC",1000,19352.127,"CA",531120,"MALE",60
"1147","029984",2018,1159.925,1.617,36971.0515,"PROLOGIS INC",1000,28201.4,"CA",531120,"MALE",61
"1148","029984",2019,1216.339,1.712,NA,"PROLOGIS INC",0.001,30383.438,"CA",531120,"MALE",62
"1149","029984",2020,1705.221,1.945,73686.7105,"PROLOGIS INC",0.001,34432.677,"CA",531120,"MALE",63
"1150","029984",2021,2022.535,2.053,124557.2737,"PROLOGIS INC",0.001,24901.49,"CA",531120,"MALE",64
"1151","034410",2017,-269.356,NA,NA,"MODERNA INC",650.769,6809.189,"MA",325414,"MALE",44
"1152","034410",2018,-413.266,0.76,5020.7607,"MODERNA INC",863.077,58608.484,"MA",325414,"MALE",45
"1153","034410",2019,-545.72,0.83,6582.6637,"MODERNA INC",921.217,8948.207,"MA",325414,"MALE",46
"1154","034410",2020,-763.144,1.3,41661.3824,"MODERNA INC",945.673,12855.275,"MA",325414,"MALE",47
"1155","034410",2021,13296,2.7,102353.94,"MODERNA INC",990.385,18155.739,"MA",325414,"MALE",48
"1156","061567",2010,923,31.2,11019.1585,"ESTEE LAUDER COMPANIES INC",1500,8489.159,"NY",325620,"MALE",50
"1157","061567",2011,1186.8,32.3,20751.9884,"ESTEE LAUDER COMPANIES INC",1500,21467.044,"NY",325620,"MALE",54
"1158","061567",2012,1396.6,38.5,21047.1598,"ESTEE LAUDER COMPANIES INC",1750,13599.237,"NY",325620,"MALE",55
"1159","061567",2013,1553.8,40.2,25518.3654,"ESTEE LAUDER COMPANIES INC",1750,31598.679,"NY",325620,"MALE",56
"1160","061567",2014,1862.9,42.4,28433.0401,"ESTEE LAUDER COMPANIES INC",1750,15562.714,"NY",325620,"MALE",57
"1161","061567",2015,1618.9,44,32487.2741,"ESTEE LAUDER COMPANIES INC",1800,16681.147,"NY",325620,"MALE",58
"1162","061567",2016,1753.2,46,33473.5152,"ESTEE LAUDER COMPANIES INC",1900,48369.401,"NY",325620,"MALE",59
"1163","061567",2017,1889,46,35330.6219,"ESTEE LAUDER COMPANIES INC",1900,18983.239,"NY",325620,"MALE",60
"1164","061567",2018,2266,46,52388.0627,"ESTEE LAUDER COMPANIES INC",1900,48753.819,"NY",325620,"MALE",61
"1165","061567",2019,2607,48,66121.3872,"ESTEE LAUDER COMPANIES INC",2000,21435.428,"NY",325620,"MALE",62
"1166","061567",2020,2008,48,68023.857,"ESTEE LAUDER COMPANIES INC",1833.333,18423.928,"NY",325620,"MALE",63
"1167","061567",2021,2988,62,115068.3027,"ESTEE LAUDER COMPANIES INC",1666.667,65996.984,"NY",325620,"MALE",64
"1168","061567",2022,3488,63,90931.1969,"ESTEE LAUDER COMPANIES INC",2100,25480.056,"NY",325620,"MALE",65
"1169","064768",2010,1407,33.7,81180,"AMAZON.COM INC",81.84,1681.84,"WA",454110,"MALE",46
"1170","064768",2011,867,56.2,78760.5,"AMAZON.COM INC",81.84,1681.84,"WA",454110,"MALE",47
"1171","064768",2012,672,88.4,113894.98,"AMAZON.COM INC",81.84,1681.84,"WA",454110,"MALE",48
"1172","064768",2013,691,117.3,183044.61,"AMAZON.COM INC",81.84,1681.84,"WA",454110,"MALE",49
"1173","064768",2014,130,154.1,144312.75,"AMAZON.COM INC",81.84,1681.84,"WA",454110,"MALE",50
"1174","064768",2015,2176,230.8,318344.19,"AMAZON.COM INC",81.84,1681.84,"WA",454110,"MALE",51
"1175","064768",2016,4066,341.4,357687.99,"AMAZON.COM INC",81.84,1681.84,"WA",454110,"MALE",52
"1176","064768",2017,3954,566,566023.48,"AMAZON.COM INC",81.84,1681.84,"WA",454110,"MALE",53
"1177","064768",2018,12242,647.5,737467.27,"AMAZON.COM INC",81.84,1681.84,"WA",454110,"MALE",54
"1178","064768",2019,14177,798,920224.32,"AMAZON.COM INC",81.84,1681.84,"WA",454110,"MALE",55
"1179","064768",2020,22315,1298,1638235.79,"AMAZON.COM INC",81.84,1681.84,"WA",454110,"MALE",56
"1180","064768",2021,24429,1608,1697179.06,"AMAZON.COM INC",81.84,1681.84,"WA",454110,"MALE",57
"1181","105365",2010,784.378,1.729,20587.6803,"AMERICAN TOWER CORP",900,6206.126,"MA",531120,"MALE",49
"1182","105365",2011,925.832,2.122,23622.4564,"AMERICAN TOWER CORP",1100,8941.98,"MA",531120,"MALE",50
"1183","105365",2012,1159.819,2.432,30528.6816,"AMERICAN TOWER CORP",1100,11161.164,"MA",531120,"MALE",51
"1184","105365",2013,1250.505,2.716,31518.0445,"AMERICAN TOWER CORP",1100,12221.026,"MA",531120,"MALE",52
"1185","105365",2014,1526.422,2.974,39213.6962,"AMERICAN TOWER CORP",1100,12704.773,"MA",531120,"MALE",53
"1186","105365",2015,1649.685,3.371,41095.6508,"AMERICAN TOWER CORP",1100,12205.495,"MA",531120,"MALE",54
"1187","105365",2016,1878.805,4.507,45136.245,"AMERICAN TOWER CORP",1100,11847.397,"MA",531120,"MALE",55
"1188","105365",2017,2014,4.752,61179.7494,"AMERICAN TOWER CORP",1100,13119.417,"MA",531120,"MALE",56
"1189","105365",2018,2240.6,5.026,69771.2814,"AMERICAN TOWER CORP",1100,14307.936,"MA",531120,"MALE",57
"1190","105365",2019,2725.1,5.454,101784.9798,"AMERICAN TOWER CORP",1100,18095.288,"MA",531120,"MALE",58
"1191","105365",2020,2926.1,5.618,99734.3118,"AMERICAN TOWER CORP",955.448,14701.304,"MA",531120,"MALE",61
"1192","105365",2021,3384,6.378,NA,"AMERICAN TOWER CORP",1000,16114.574,"MA",531120,"MALE",62
"1193","114628",2010,20714,35.7,NA,"GOLDMAN SACHS GROUP INC",600,14116.423,"NY",523110,"MALE",55
"1194","114628",2011,14091,33.3,46689.009,"GOLDMAN SACHS GROUP INC",2000,16164.405,"NY",523110,"MALE",56
"1195","114628",2012,17815,32.4,61292.58,"GOLDMAN SACHS GROUP INC",2000,13300.866,"NY",523110,"MALE",57
"1196","114628",2013,17807,32.9,82851.324,"GOLDMAN SACHS GROUP INC",2000,19928.813,"NY",523110,"MALE",58
"1197","114628",2014,17314,34,NA,"GOLDMAN SACHS GROUP INC",2000,22162.912,"NY",523110,"MALE",59
"1198","114628",2015,17094,36.8,NA,"GOLDMAN SACHS GROUP INC",2000,22586.152,"NY",523110,"MALE",60
"1199","114628",2016,16598,34.4,99323.86,"GOLDMAN SACHS GROUP INC",2000,20206.898,"NY",523110,"MALE",61
"1200","114628",2017,19933,36.6,99076.164,"GOLDMAN SACHS GROUP INC",2000,21995.266,"NY",523110,"MALE",62
"1201","114628",2018,25627,36.6,NA,"GOLDMAN SACHS GROUP INC",2000,23390.658,"NY",523110,"MALE",63
"1202","114628",2019,24391,38.3,83188.674,"GOLDMAN SACHS GROUP INC",2000,24657.737,"NY",523110,"MALE",57
"1203","114628",2020,19031,40.5,NA,"GOLDMAN SACHS GROUP INC",2000,23940.657,"NY",523110,"MALE",58
"1204","114628",2021,31391,43.9,NA,"GOLDMAN SACHS GROUP INC",2000,39545.072,"NY",523110,"MALE",59
"1205","117768",2010,392.645,6.029,14078.2595,"NVIDIA CORP",598.442,5279.192,"CA",334413,"MALE",48
"1206","117768",2011,675.881,7.133,9042.0611,"NVIDIA CORP",746.539,6640.316,"CA",334413,"MALE",49
"1207","117768",2012,687.37,7.974,7561.4286,"NVIDIA CORP",784.213,5542.088,"CA",334413,"MALE",50
"1208","117768",2013,533.737,8.808,8917.5529,"NVIDIA CORP",837.45,6025.252,"CA",334413,"MALE",51
"1209","117768",2014,758.989,9.228,10465.0542,"NVIDIA CORP",998.418,9297.04,"CA",334413,"MALE",52
"1210","117768",2015,898,9.227,15787.31,"NVIDIA CORP",1018.941,9971.101,"CA",334413,"MALE",53
"1211","117768",2016,1953,10.299,63870.3,"NVIDIA CORP",996.216,12194.238,"CA",334413,"MALE",54
"1212","117768",2017,3210,11.528,148954.8,"NVIDIA CORP",999.985,12993.532,"CA",334413,"MALE",55
"1213","117768",2018,3848,13.277,87112.5,"NVIDIA CORP",996.514,13642.838,"CA",334413,"MALE",56
"1214","117768",2019,2861,13.775,144695.16,"NVIDIA CORP",996.514,11492.28,"CA",334413,"MALE",57
"1215","117768",2020,4799,18.975,322145.8,"NVIDIA CORP",1017.355,19316.401,"CA",334413,"MALE",58
"1216","117768",2021,10041,22.473,613619.16,"NVIDIA CORP",996.216,23737.661,"CA",334413,"MALE",59
"1217","119314",2010,787.709,3.4,19636.2843,"BOOKING HOLDINGS INC",550,7482.785,"CT",519130,"MALE",53
"1218","119314",2011,1398.922,5,23291.0226,"BOOKING HOLDINGS INC",550,9057.771,"CT",519130,"MALE",54
"1219","119314",2012,1870.719,7,30939.4697,"BOOKING HOLDINGS INC",550,10307.531,"CT",519130,"MALE",55
"1220","119314",2013,2435.153,9.5,60454.0992,"BOOKING HOLDINGS INC",550,15058.3,"CT",519130,"MALE",56
"1221","119314",2014,3080.212,12.7,59214.5259,"BOOKING HOLDINGS INC",750,21966.094,"CT",519130,"MALE",48
"1222","119314",2015,3228.848,15.5,63252.8194,"BOOKING HOLDINGS INC",865,15006.258,"CT",519130,"MALE",49
"1223","119314",2016,3847.013,18.5,72112.5593,"BOOKING HOLDINGS INC",373.013,16499.096,"CT",519130,"MALE",59
"1224","119314",2017,4557.392,22.9,84231.7333,"BOOKING HOLDINGS INC",750,27774.458,"CT",519130,"MALE",55
"1225","119314",2018,5351.9,24.5,78597.4694,"BOOKING HOLDINGS INC",750,20459.184,"CT",519130,"MALE",56
"1226","119314",2019,5420,26.4,85059.3354,"BOOKING HOLDINGS INC",750,14768.526,"CT",519130,"MALE",57
"1227","119314",2020,497,20.3,91228.9792,"BOOKING HOLDINGS INC",163.85,7148.598,"CT",519130,"MALE",58
"1228","119314",2021,2645,20.3,98526.7792,"BOOKING HOLDINGS INC",750,53982.195,"CT",519130,"MALE",59
"1229","124434",2010,3088,9.127,NA,"BLACKROCK INC",500,23839.274,"NY",523920,"MALE",58
"1230","124434",2011,3344,10.1,NA,"BLACKROCK INC",500,21877.856,"NY",523920,"MALE",59
"1231","124434",2012,3546,10.5,35392.0594,"BLACKROCK INC",500,20231.401,"NY",523920,"MALE",60
"1232","124434",2013,4024,11.4,NA,"BLACKROCK INC",500,22942.256,"NY",523920,"MALE",61
"1233","124434",2014,4524,12.2,NA,"BLACKROCK INC",900,23862.458,"NY",523920,"MALE",62
"1234","124434",2015,4664,13,NA,"BLACKROCK INC",900,25792.63,"NY",523920,"MALE",63
"1235","124434",2016,4646,13,NA,"BLACKROCK INC",900,25472.831,"NY",523920,"MALE",64
"1236","124434",2017,5294,13.9,NA,"BLACKROCK INC",900,27743.233,"NY",523920,"MALE",65
"1237","124434",2018,5595,14.9,62269.8264,"BLACKROCK INC",1500,26543.344,"NY",523920,"MALE",66
"1238","124434",2019,5604,16.2,NA,"BLACKROCK INC",1500,24308.254,"NY",523920,"MALE",67
"1239","124434",2020,6319,16.5,NA,"BLACKROCK INC",1500,27356.432,"NY",523920,"MALE",68
"1240","124434",2021,7484,18.4,138875.803,"BLACKROCK INC",1500,32587.335,"NY",523920,"MALE",69
"1241","126136",2010,1049,16.6,4460.9275,"CHARTER COMMUNICATIONS INC",1237.367,10912.524,"CT",515210,"MALE",48
"1242","126136",2011,1048,16.8,5726.4558,"CHARTER COMMUNICATIONS INC",1300,20538.347,"CT",515210,"MALE",49
"1243","126136",2012,931,17.8,7713.6582,"CHARTER COMMUNICATIONS INC",1756.307,6029.314,"CT",515210,"MALE",58
"1244","126136",2013,956,21.6,14516.2534,"CHARTER COMMUNICATIONS INC",2000,4482.814,"CT",515210,"MALE",59
"1245","126136",2014,1033,23.2,18661.44,"CHARTER COMMUNICATIONS INC",2000,16104.852,"CT",515210,"MALE",60
"1246","126136",2015,1275,23.8,20587.5809,"CHARTER COMMUNICATIONS INC",2000,16361.387,"CT",515210,"MALE",61
"1247","126136",2016,3597,91.5,77421.1122,"CHARTER COMMUNICATIONS INC",2000,98515.727,"CT",515210,"MALE",62
"1248","126136",2017,4576,94.8,80128.4758,"CHARTER COMMUNICATIONS INC",2000,7813.316,"CT",515210,"MALE",63
"1249","126136",2018,5456,98,64219.1294,"CHARTER COMMUNICATIONS INC",2000,8157.264,"CT",515210,"MALE",64
"1250","126136",2019,6614,95.1,101855.1581,"CHARTER COMMUNICATIONS INC",2000,8743.601,"CT",515210,"MALE",65
"1251","126136",2020,8620,96.1,128162.7431,"CHARTER COMMUNICATIONS INC",2073.077,38846.705,"CT",515210,"MALE",66
"1252","126136",2021,10855,93.7,112621.9498,"CHARTER COMMUNICATIONS INC",2500,41860.263,"CT",515210,"MALE",67
"1253","133768",2010,5554,66,NA,"METLIFE INC",1000,13867.854,"NY",524113,"MALE",63
"1254","133768",2011,12030,67,NA,"METLIFE INC",879.167,10630.612,"NY",524113,"MALE",58
"1255","133768",2012,5329,64,NA,"METLIFE INC",1066.667,13669.011,"NY",524113,"MALE",59
"1256","133768",2013,5557,65,NA,"METLIFE INC",1212.5,14614.338,"NY",524113,"MALE",60
"1257","133768",2014,11053,68,NA,"METLIFE INC",1325,15163.802,"NY",524113,"MALE",61
"1258","133768",2015,8727,69,52935.9781,"METLIFE INC",1425,15700.881,"NY",524113,"MALE",62
"1259","133768",2016,1078,58,59037.5189,"METLIFE INC",1525,15281.939,"NY",524113,"MALE",63
"1260","133768",2017,4981,49,NA,"METLIFE INC",1550,14726.721,"NY",524113,"MALE",64
"1261","133768",2018,7585,48,NA,"METLIFE INC",1550,17426.745,"NY",524113,"MALE",65
"1262","133768",2019,8144,49,46654.7779,"METLIFE INC",1083.333,14570.581,"NY",524113,"MALE",55
"1263","133768",2020,7101,46.5,NA,"METLIFE INC",1312.5,15434.255,"NY",524113,"MALE",56
"1264","133768",2021,2578,43,NA,"METLIFE INC",1350,16621.373,"NY",524113,"MALE",57
"1265","136725",2010,555.2,1.66,10026.475,"INTUITIVE SURGICAL INC",504.167,5050.593,"CA",334510,"MALE",44
"1266","136725",2011,694.8,1.924,18196.293,"INTUITIVE SURGICAL INC",520.417,4548.559,"CA",334510,"MALE",45
"1267","136725",2012,878.1,2.362,19712.874,"INTUITIVE SURGICAL INC",545.417,5041.028,"CA",334510,"MALE",46
"1268","136725",2013,852.5,2.792,14671.856,"INTUITIVE SURGICAL INC",560,2466.785,"CA",334510,"MALE",47
"1269","136725",2014,627.2,2.978,19359.204,"INTUITIVE SURGICAL INC",587.083,2617.963,"CA",334510,"MALE",48
"1270","136725",2015,753.8,3.211,20426.384,"INTUITIVE SURGICAL INC",690.449,3723.28,"CA",334510,"MALE",49
"1271","136725",2016,953.5,3.755,24605.796,"INTUITIVE SURGICAL INC",707.788,4577.236,"CA",334510,"MALE",50
"1272","136725",2017,1079.9,4.444,40982.762,"INTUITIVE SURGICAL INC",744.188,5061.72,"CA",334510,"MALE",51
"1273","136725",2018,1244.6,5.527,54836.34,"INTUITIVE SURGICAL INC",766.613,6424.578,"CA",334510,"MALE",52
"1274","136725",2019,1382.2,7.326,68573.4,"INTUITIVE SURGICAL INC",789.75,6470.374,"CA",334510,"MALE",53
"1275","136725",2020,1139.8,8.081,96290.37,"INTUITIVE SURGICAL INC",821.475,6043.362,"CA",334510,"MALE",54
"1276","136725",2021,1820.1,9.793,128521.61,"INTUITIVE SURGICAL INC",846.119,8059.409,"CA",334510,"MALE",55
"1277","140760",2010,1927,27.6,28450.7964,"MONSANTO CO",1409.179,13172.341,"MO",111,"MALE",52
"1278","140760",2011,2505,26.1,36898.0222,"MONSANTO CO",1409.179,11568.67,"MO",111,"MALE",53
"1279","140760",2012,3139,26,46549.3191,"MONSANTO CO",1432.936,14225.606,"MO",111,"MALE",54
"1280","140760",2013,3572,26.2,51786.7467,"MONSANTO CO",1450.585,12574.152,"MO",111,"MALE",55
"1281","140760",2014,4109,27,56120.4347,"MONSANTO CO",1506.269,13436.483,"MO",111,"MALE",56
"1282","140760",2015,4183,25.5,45690.8256,"MONSANTO CO",1602.156,11928.836,"MO",111,"MALE",57
"1283","140760",2016,3009,24.1,46625.1675,"MONSANTO CO",1664.741,11840.984,"MO",111,"MALE",58
"1284","140760",2017,3419,23.3,51518.5416,"MONSANTO CO",1702.897,19459.959,"MO",111,"MALE",59
"1285","142953",2010,6790,127,55081.5912,"MONDELEZ INTERNATIONAL INC",1503.231,19287.983,"IL",311821,"FEMALE",56
"1286","142953",2011,7131,126,66048.6319,"MONDELEZ INTERNATIONAL INC",1541.25,21945.232,"IL",311821,"FEMALE",57
"1287","142953",2012,4268,110,45255.6878,"MONDELEZ INTERNATIONAL INC",1550,28811.314,"IL",311821,"FEMALE",58
"1288","142953",2013,4216,107,60200.5141,"MONDELEZ INTERNATIONAL INC",1587.5,13994.78,"IL",311821,"FEMALE",59
"1289","142953",2014,4417,104,60431.7593,"MONDELEZ INTERNATIONAL INC",1600,21039.946,"IL",311821,"FEMALE",60
"1290","142953",2015,4157,99,70848.6797,"MONDELEZ INTERNATIONAL INC",1600,19674.812,"IL",311821,"FEMALE",61
"1291","142953",2016,3864,90,67752.4648,"MONDELEZ INTERNATIONAL INC",1600,16742.076,"IL",311821,"FEMALE",62
"1292","142953",2017,4155,83,63692.2208,"MONDELEZ INTERNATIONAL INC",1600,17304.919,"IL",311821,"FEMALE",63
"1293","142953",2018,4043,80,58083.53,"MONDELEZ INTERNATIONAL INC",1450,14969.9,"IL",311821,"MALE",57
"1294","142953",2019,4411,80,79040.1305,"MONDELEZ INTERNATIONAL INC",1450,18378.146,"IL",311821,"MALE",58
"1295","142953",2020,4438,79,82979.1038,"MONDELEZ INTERNATIONAL INC",1450,16842.693,"IL",311821,"MALE",59
"1296","142953",2021,5020,79,92279.0516,"MONDELEZ INTERNATIONAL INC",1487.67,16128.32,"IL",311821,"MALE",60
"1297","143357",2010,2924.383,204,22876.3908,"ACCENTURE PLC",1250,15315.546,NA,541611,"MALE",56
"1298","143357",2011,3471.977,236,34374.4481,"ACCENTURE PLC",1155.018,9784.185,NA,541611,"MALE",52
"1299","143357",2012,3873.239,257,39016.1464,"ACCENTURE PLC",1142.81,12290.094,NA,541611,"MALE",53
"1300","143357",2013,4066.638,275,45954.1068,"ACCENTURE PLC",1126.333,14786.395,NA,541611,"MALE",54
"1301","143357",2014,4282.497,305,50946.1289,"ACCENTURE PLC",1179.798,15925.463,NA,541611,"MALE",55
"1302","143357",2015,4500.251,358,59079.1033,"ACCENTURE PLC",1010.664,15776.214,NA,541611,"MALE",56
"1303","143357",2016,4810.445,384,71377.395,"ACCENTURE PLC",957.585,18499.843,NA,541611,"MALE",57
"1304","143357",2017,5142.402,425,80490.2333,"ACCENTURE PLC",978.649,19804.109,NA,541611,"MALE",58
"1305","143357",2018,5841.041,459,108041.6475,"ACCENTURE PLC",1077.05,22299.174,NA,541611,"MALE",59
"1306","143357",2019,6305.074,492,125991.3336,"ACCENTURE PLC",1136.125,15031.875,NA,541611,"MALE",58
"1307","143357",2020,6513.644,506,152155.4484,"ACCENTURE PLC",1250,17184.847,NA,541611,"FEMALE",53
"1308","143357",2021,7621.529,624,212734.8642,"ACCENTURE PLC",1362.5,23085.391,NA,541611,"FEMALE",54
"1309","143357",2022,9367.181,721,182066.7213,"ACCENTURE PLC",1475,33701.108,NA,541611,"FEMALE",55
"1310","145046",2010,4834.3,37.5,21478.1258,"ELEVANCE HEALTH INC",1144,13460.445,"IN",524114,"FEMALE",49
"1311","145046",2011,4388.2,37.7,22483.4613,"ELEVANCE HEALTH INC",1144,13258.142,"IN",524114,"FEMALE",50
"1312","145046",2012,4573.7,43.5,NA,"ELEVANCE HEALTH INC",1187.076,20590.781,"IN",524114,"FEMALE",51
"1313","145046",2013,4613.2,48.2,NA,"ELEVANCE HEALTH INC",913.461,16979.927,"IN",524114,"MALE",61
"1314","145046",2014,5049.9,51.5,33693.3837,"ELEVANCE HEALTH INC",1250,13532.549,"IN",524114,"MALE",62
"1315","145046",2015,5274.7,53,36427.0267,"ELEVANCE HEALTH INC",1298.077,13604.681,"IN",524114,"MALE",63
"1316","145046",2016,5278.4,53,NA,"ELEVANCE HEALTH INC",1451.923,16455.697,"IN",524114,"MALE",64
"1317","145046",2017,5354,56,NA,"ELEVANCE HEALTH INC",1540.385,18553.317,"IN",524114,"MALE",65
"1318","145046",2018,5832,63.9,NA,"ELEVANCE HEALTH INC",1400,14184.276,"IN",524114,"FEMALE",57
"1319","145046",2019,6733,70.6,76390.0317,"ELEVANCE HEALTH INC",1400,15473.139,"IN",524114,"FEMALE",58
"1320","145046",2020,8259,83.4,NA,"ELEVANCE HEALTH INC",1400,17109.952,"IN",524114,"FEMALE",59
"1321","145046",2021,8946,98.2,112070.5293,"ELEVANCE HEALTH INC",1561.538,19348.241,"IN",524114,"FEMALE",60
"1322","147579",2010,277.547,4.329,9273.7974,"NETFLIX INC",519.231,5516.633,"CA",532282,"MALE",50
"1323","147579",2011,385.068,2.927,3838.5967,"NETFLIX INC",500,9289.046,"CA",532282,"MALE",51
"1324","147579",2012,49.992,2.429,5146.8003,"NETFLIX INC",509.615,5543.475,"CA",532282,"MALE",52
"1325","147579",2013,228.347,2.327,21945.5092,"NETFLIX INC",1952.308,7732.857,"CA",532282,"MALE",53
"1326","147579",2014,402.648,2.45,20638.7098,"NETFLIX INC",2961.539,11079.892,"CA",532282,"MALE",54
"1327","147579",2015,305.826,3.7,48947.7772,"NETFLIX INC",1115.385,16629.014,"CA",532282,"MALE",55
"1328","147579",2016,379.793,4.7,53240.6852,"NETFLIX INC",900,23177.733,"CA",532282,"MALE",56
"1329","147579",2017,838.679,5.5,83194.1203,"NETFLIX INC",850,24377.499,"CA",532282,"MALE",57
"1330","147579",2018,1605.226,7.1,116860.0883,"NETFLIX INC",700,36080.417,"CA",532282,"MALE",58
